room_type,bedrooms,number_of_reviews,review_scores_value,price,amenities
Private room,1,82,4.7,$40.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Air conditioning"", ""Cleaning before checkout"", ""Host greets you"", ""Dishes and silverware"", ""Baking sheet"", ""Single level home"", ""Hair dryer"", ""Bathtub"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,2,,$40.00,"[""Essentials"", ""Heating"", ""Kitchen"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,2,5,$40.00,"[""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Smoke alarm"", ""Hot tub"", ""Kitchen"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,1,5,$40.00,"[""Essentials"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,5,$40.00,"[""First aid kit"", ""Essentials"", ""Elevator"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Entire home/apt,,7,4.43,$40.00,"[""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Hot water"", ""Free street parking"", ""Air conditioning"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Elevator"", ""Shampoo"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,2,4,$40.00,"[""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,26,4.76,$40.00,"[""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Backyard"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Keypad"", ""Air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Kitchen"", ""Wifi""]"
Private room,1,9,5,$40.00,"[""Essentials"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""Long term stays allowed"", ""Kitchen"", ""Air conditioning"", ""Heating""]"
Private room,1,6,4.5,$40.00,"[""Essentials"", ""Elevator"", ""Heating"", ""Kitchen"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,5,4,$40.00,"[""Refrigerator"", ""Microwave"", ""Heating"", ""Free street parking"", ""Fire extinguisher"", ""Bed linens"", ""Kitchen"", ""Cooking basics"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dishes and silverware""]"
Private room,1,87,4.73,$40.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Heating"", ""Smoke alarm"", ""Lockbox"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Air conditioning""]"
Entire home/apt,,1,5,$40.00,"[""Carbon monoxide alarm"", ""Iron"", ""Cable TV"", ""Elevator"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV with standard cable""]"
Private room,1,0,,$40.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Cable TV"", ""Lock on bedroom door"", ""Gym"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Hangers"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable"", ""Air conditioning""]"
Private room,1,0,,$40.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Iron"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,4,$40.00,"[""Essentials"", ""Elevator"", ""Lock on bedroom door"", ""Heating"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$40.00,"[""First aid kit"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable""]"
Private room,1,1,,$40.00,"[""Essentials"", ""Heating"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$40.00,"[""Long term stays allowed"", ""Kitchen"", ""Heating""]"
Private room,1,2,5,$40.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Free street parking"", ""TV"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,24,4.71,$58.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Shampoo"", ""Ethernet connection"", ""Kitchen"", ""Wifi""]"
Private room,1,7,4.86,$58.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Free parking on premises"", ""Air conditioning"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Dishes and silverware"", ""Baking sheet"", ""Hair dryer"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Lockbox"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Wifi""]"
Private room,1,34,4.68,$58.00,"[""Essentials"", ""Microwave"", ""Lock on bedroom door"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Free street parking"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,113,4.64,$58.00,"[""Mosquito net"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Stainless steel oven"", ""Toaster"", ""Backyard"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Private entrance"", ""Keurig coffee machine"", ""Air conditioning"", ""Security cameras on property"", ""Stainless steel gas stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Bathtub"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Ethernet connection"", ""Kitchen"", ""Wifi""]"
Private room,1,39,4.74,$58.00,"[""Mosquito net"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Oven"", ""Toaster"", ""Backyard"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Private entrance"", ""Air conditioning"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Iron"", ""Kitchen"", ""Wifi""]"
Private room,1,18,4.67,$58.00,"[""Microwave"", ""Coffee maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Toaster"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Wine glasses"", ""Free street parking"", ""Private entrance"", ""20\"" HDTV"", ""Security cameras on property"", ""Cleaning products"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Ceiling fan"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Gas stove"", ""Hangers"", ""Shared patio or balcony"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,2,5,$58.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Wifi"", ""Pocket wifi"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Bed linens"", ""Ethernet connection"", ""Fire extinguisher"", ""Hangers"", ""Air conditioning"", ""Kitchen"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,9,4.78,$58.00,"[""Microwave"", ""Stove"", ""Gym"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Backyard"", ""Pool"", ""Hot water"", ""Window guards"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Air conditioning"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Bathtub"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,62,4.9,$58.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Keypad"", ""Private entrance"", ""Air conditioning"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Shared patio or balcony"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Wifi""]"
Private room,1,12,4.42,$58.00,"[""First aid kit"", ""Smart lock"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Hot tub"", ""Air conditioning"", ""Security cameras on property"", ""Hair dryer"", ""TV"", ""Hangers"", ""Iron"", ""Elevator"", ""Shampoo"", ""Dryer"", ""Washer"", ""Wifi""]"
Private room,1,1,5,$58.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$58.00,"[""Hair dryer"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed""]"
Entire home/apt,1,5,4.4,$58.00,"[""Heating"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Air conditioning"", ""Wifi""]"
Private room,1,12,4.67,$58.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""32\"" TV with Roku"", ""Paid parking on premises"", ""Essentials"", ""Hot water kettle"", ""Portable air conditioning"", ""Oven"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Extra pillows and blankets"", ""Host greets you"", ""Cleaning products"", ""Fast wifi \u2013 64 Mbps"", ""Dishes and silverware"", ""Single level home"", ""Dining table"", ""Bathtub"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Gas stove"", ""Patio or balcony""]"
Private room,1,10,4.5,$58.00,"[""Essentials"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""TV"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,11,4.55,$58.00,"[""Hair dryer"", ""Smart lock"", ""Essentials"", ""Iron"", ""Dedicated workspace"", ""Elevator"", ""Hot water"", ""Heating"", ""Shampoo"", ""Free street parking"", ""Long term stays allowed"", ""Hangers"", ""Air conditioning"", ""Washer"", ""Coffee maker"", ""Wifi"", ""Free parking on premises""]"
Private room,1,8,4.13,$58.00,"[""Hair dryer"", ""Essentials"", ""Iron"", ""Hot water"", ""Heating"", ""Shampoo"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,2,2.5,$58.00,"[""First aid kit"", ""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Portable air conditioning"", ""Oven"", ""Toaster"", ""BBQ grill"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Wine glasses"", ""Free street parking"", ""Building staff"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Cable TV"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""42\"" HDTV with premium cable, standard cable"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Safe"", ""Wifi""]"
Private room,1,117,4.6,$58.00,"[""First aid kit"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Essentials"", ""Oven"", ""Backyard"", ""BBQ grill"", ""Lock on bedroom door"", ""Hot water"", ""Window guards"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Wine glasses"", ""Paid street parking off premises"", ""Free street parking"", ""Air conditioning"", ""Security cameras on property"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Crib"", ""Cable TV"", ""Refrigerator"", ""Barbecue utensils"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Iron"", ""Lockbox"", ""Kitchen"", ""Children\u2019s books and toys"", ""Wifi"", ""Lake access"", ""Patio or balcony"", ""Clothing storage: closet"", ""Beachfront""]"
Private room,1,7,4.71,$58.00,"[""First aid kit"", ""Luggage dropoff allowed"", ""Bathtub"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Laundromat nearby"", ""Free street parking"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,1,1,$58.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,3,4.33,$58.00,"[""Essentials"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Entire home/apt,2,0,,$58.00,"[""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,0,,$58.00,"[""Hair dryer"", ""Essentials"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,0,,$58.00,"[""Hair dryer"", ""Essentials"", ""Lock on bedroom door"", ""Heating"", ""Shampoo"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Private entrance"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]"
Private room,1,3,4.33,$58.00,"[""Body soap"", ""Microwave"", ""Laundromat nearby"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""42\"" HDTV with premium cable"", ""Essentials"", ""Hot water kettle"", ""Portable air conditioning"", ""Oven"", ""BBQ grill"", ""Freezer"", ""Lock on bedroom door"", ""Wine glasses"", ""Heating"", ""Smoke alarm"", ""Building staff"", ""Private entrance"", ""Free parking on premises"", ""Mp  Bluetooth sound system"", ""Extra pillows and blankets"", ""Cleaning products"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Dishwasher"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Private garden or backyard"", ""Shampoo"", ""Kitchen"", ""Safe"", ""Wifi""]"
Private room,1,11,5,$58.00,"[""Microwave"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Backyard"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Keypad"", ""Private entrance"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Shared patio or balcony"", ""Hangers"", ""Luggage dropoff allowed"", ""EV charger"", ""Iron"", ""Kitchen"", ""Safe"", ""Wifi"", ""Clothing storage: closet""]"
Private room,1,23,4.52,$58.00,"[""Rice maker"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Long term stays allowed"", ""Window AC unit"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Free driveway parking on premises \u2013 1 space"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishes and silverware"", ""Dining table"", ""Hair dryer"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Wifi"", ""Patio or balcony""]"
Private room,1,111,4.69,$58.00,"[""Microwave"", ""Stove"", ""Long term stays allowed"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Air conditioning"", ""Security cameras on property"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Kitchen"", ""Wifi""]"
Entire home/apt,1,0,,$58.00,"[""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Oven"", ""Freezer"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Keurig coffee machine"", ""Security cameras on property"", ""Cleaning products"", ""Dishes and silverware"", ""Baking sheet"", ""Dining table"", ""Hair dryer"", ""Refrigerator"", ""Cooking basics"", ""Hangers"", ""Kitchen"", ""Wifi""]"
Private room,1,8,4.5,$58.00,"[""Essentials"", ""Dishes and silverware"", ""Refrigerator"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""Cleaning products"", ""Baking sheet""]"
Private room,1,67,4.69,$58.00,"[""Microwave"", ""Indoor fireplace"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free washer \u2013 In unit"", ""Essentials"", ""Oven"", ""Portable air conditioning"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Keypad"", ""Security cameras on property"", ""Dishes and silverware"", ""Bathtub"", ""Refrigerator"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Wifi""]"
Private room,1,48,4.4,$58.00,"[""Microwave"", ""Trash compactor"", ""Laundromat nearby"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Hot water kettle"", ""Washer \u2013\u00a0In building"", ""Toaster"", ""50\"" HDTV with Amazon Prime Video, Chromecast, HBO Max, Netflix"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Smoke alarm"", ""Free street parking"", ""Security cameras on property"", ""Cleaning before checkout"", ""Host greets you"", ""Cleaning products"", ""Clothing storage"", ""Dryer \u2013 In building"", ""Hair dryer"", ""Bathtub"", ""Shared refrigerator  refrigerator"", ""Bed linens"", ""Hangers"", ""Shared gym nearby"", ""Luggage dropoff allowed"", ""Iron"", ""Elevator"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Gas stove"", ""Wifi"", ""Conditioner""]"
Private room,1,71,4.42,$58.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Pour-over coffee"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""42\"" HDTV with HBO Max, Netflix, Roku"", ""Essentials"", ""Oven"", ""Dedicated workspace"", ""Central air conditioning"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Window guards"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Wine glasses"", ""Free street parking"", ""Private entrance"", ""Free parking on premises"", ""Security cameras on property"", ""Conditioner"", ""Extra pillows and blankets"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware"", ""Baking sheet"", ""Dining table"", ""Hair dryer"", ""Dishwasher"", ""Bathtub"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Luggage dropoff allowed"", ""Iron"", ""Lockbox"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Wifi"", ""Bluetooth sound system""]"
Private room,1,1,5,$58.00,"[""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Kitchen"", ""Dryer"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Long term stays allowed""]"
Entire home/apt,1,27,4.85,$58.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Portable air conditioning"", ""Freezer"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Security cameras on property"", ""Cleaning products"", ""Dining table"", ""Dishwasher"", ""Ceiling fan"", ""Refrigerator"", ""Room-darkening shades"", ""Shampoo"", ""Shower gel"", ""Wifi""]"
Private room,1,0,,$58.00,"[""Hot water"", ""Heating"", ""Kitchen"", ""Wifi"", ""Long term stays allowed""]"
Private room,1,32,4.88,$58.00,"[""Body soap"", ""50\"" HDTV with Netflix, Roku"", ""Microwave"", ""In bedroom refrigerator"", ""Laundromat nearby"", ""Coffee maker"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Toaster"", ""Shared fenced garden or backyard"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Window guards"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Crib"", ""Dishwasher"", ""Bed linens"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Iron"", ""Portable fans"", ""Lockbox"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Central heating"", ""Gas stove"", ""Wifi""]"
Private room,1,20,4.25,$58.00,"[""Microwave"", ""Laundromat nearby"", ""Smart lock"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Essentials"", ""Hot water kettle"", ""Lock on bedroom door"", ""Wine glasses"", ""Smoke alarm"", ""Free street parking"", ""Security cameras on property"", ""Cleaning products"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""TV"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Radiant heating"", ""Shampoo"", ""Kitchen"", ""Shower gel"", ""Wifi""]"
Private room,1,2,5,$58.00,"[""First aid kit"", ""Body soap"", ""Microwave"", ""Laundromat nearby"", ""Stove"", ""Coffee maker"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water kettle"", ""Dedicated workspace"", ""Oven"", ""Freezer"", ""Lock on bedroom door"", ""Hot water"", ""Window guards"", ""Smoke alarm"", ""Fire extinguisher"", ""Free street parking"", ""Private entrance"", ""Air conditioning"", ""Security cameras on property"", ""Conditioner"", ""Cleaning before checkout"", ""Cleaning products"", ""Dishes and silverware"", ""Baking sheet"", ""Waterfront"", ""Dining table"", ""Hair dryer"", ""Ceiling fan"", ""Bathtub"", ""Refrigerator"", ""Bed linens"", ""Cooking basics"", ""Hangers"", ""Room-darkening shades"", ""Iron"", ""Portable heater"", ""Shampoo"", ""Ethernet connection"", ""Kitchen"", ""Central heating"", ""Wifi"", ""Clothing storage: closet""]"
Private room,1,26,4.85,$58.00,"[""Hair dryer"", ""First aid kit"", ""Essentials"", ""Wifi"", ""Iron"", ""Refrigerator"", ""Lock on bedroom door"", ""Heating"", ""Smoke alarm"", ""Fire extinguisher"", ""Patio or balcony"", ""Security cameras on property"", ""Smart lock"", ""Window AC unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Conditioner""]"
